title,combine_feature
show me,kidnapping michelle nolden katharine isabelle kett turton cassandra nicolaou drama thriller2 0 0 495 . 6
cries and whispers,sister sister relationship sweden dying and death harriet andersson ingrid thulin kari sylwan ingmar bergman drama1 9 7 21 27 . 8
intolerance,usa naivety intolerance lillian gish mae marsh robert harron d.w. griffith drama1 9 1 697 . 4
trekkies,pop culture fan culture documentary denise crosby barbara adams majel barrett roger nygard documentary1 9 9 71 06 . 3
the broadway melody,musical singer pre-code charles king anita page bessie love harry beaumont drama music romance1 9 2 925 . 0
the evil dead,falsely accused beheading audio tape bruce campbell ellen sandweiss richard demanincor sam raimi horror1 9 8 11 07 . 3
maniac,prostitute mannequin remake elijah wood america olivo nora arnezeder franck khalfoun horror2 0 1 21 26 . 0
censored voices,woman director amos oz mor loushy history documentary2 0 1 515 . 1
murderball,paralympics wheelchair sport joe bishop keith cavill andy cohn henry alex rubin documentary2 0 0 576 . 9
american ninja 2: the confrontation,marine corps army ninja michael dudikoff steve james larry poindexter sam firstenberg action adventure drama1 9 8 754 . 9
51 birch street,carol block doug block ellen block doug block documentary2 0 0 61 06 . 8
rotor dr1,christian kapper natalie welch tom e. nicholson chad kapper science fiction family2 0 1 51 04 . 7
12 angry men,judge jurors sultriness henry fonda martin balsam john fiedler sidney lumet drama1 9 5 738 . 2
my dog tulip,human animal relationship dog german shepherd christopher plummer lynn redgrave isabella rossellini paul fierlinger animation comedy drama2 0 0 917 . 6
it happened one night,miami reference to the big bad wolf reporter clark gable claudette colbert walter connolly frank capra comedy romance1 9 3 427 . 7
dogtooth,male nudity female nudity hostage hristos passalis angeliki papoulia mary tsoni yorgos lanthimos drama2 0 0 966 . 9
tupac: resurrection,rap music hip-hop blunt tupac amaru shakur lauren lazin music documentary2 0 0 318 . 0
tumbleweeds,independent film janet mcteer kimberly j. brown jennifer paige gavin o'connor comedy drama1 9 9 91 16 . 2
the prophecy,angel archangel gabriel menschheit christopher walken elias koteas virginia madsen gregory widen fantasy horror thriller1 9 9 596 . 4
when the cat's away,paris cat garance clavel zinedine soualem renée le calm cédric klapisch comedy1 9 9 646 . 1
pieces of april,sex thanksgiving road trip katie holmes derek luke patricia clarkson peter hedges comedy drama2 0 0 316 . 4
the big swap,mark adams mark caven allison egan niall johnson 1 9 9 860 . 0
old joy,woman director daniel london will oldham tanya smith kelly reichardt drama2 0 0 616 . 3
wendy and lucy,usa friendship survival michelle williams will patton will oldham kelly reichardt drama2 0 0 856 . 4
3 backyards,independent film edie falco embeth davidtz elias koteas eric mendelsohn drama2 0 1 014 . 8
pierrot le fou,paris painting independent film jean-paul belmondo anna karina graziella galvani jean-luc godard drama thriller1 9 6 587 . 6
sisters in law,woman director  kim longinotto documentary2 0 0 597 . 3
ayurveda: art of being,philosophy india healing  pan nalin documentary2 0 0 195 . 5
nothing but a man,ivan dixon abbey lincoln julius harris michael roemer drama1 9 6 417 . 0
"first love, last rites",sex misfit boring giovanni ribisi natasha gregson wagner donal logue jesse peretz drama1 9 9 883 . 0
fighting tommy riley,boxer massage unrequited love j.p. davis eddie jones christina chambers eddie o'flaherty action adventure drama2 0 0 555 . 3
royal kill,bodyguard princess female assassin pat morita eric roberts gail kim babar ahmed action thriller2 0 0 942 . 8
the looking glass,dorothy tristan jace casey jace casey john d. hancock 2 0 1 51 07 . 0
death race 2000,dystopia street race reality spoof david carradine simone griffeth sylvester stallone paul bartel action comedy science fiction1 9 7 545 . 9
locker 13,terror anthology suspense ricky schroder jon gries tatyana ali jason marsden horror drama thriller2 0 1 436 . 8
midnight cabaret,lisa hart carroll michael des barres paul drake pece dingo horror1 9 9 010 . 0
anderson's cross,coming of age joanna cassidy joyce guy bill moseley jerome elston scott romance comedy drama2 0 1 050 . 0
bizarre,pierre prieur adrian james raquel nave étienne faure drama romance2 0 1 526 . 2
graduation day,slasher christopher george billy hufsey patch mackenzie herb freed horror1 9 8 155 . 0
some guy who kills people,kevin corrigan barry bostwick karen black jack perez comedy horror thriller2 0 1 145 . 7
compliance,ann dowd dreama walker pat healy craig zobel drama thriller crime2 0 1 286 . 3
chasing amy,new jersey coming out love of one's life ben affleck joey lauren adams jason lee kevin smith comedy drama romance1 9 9 746 . 7
lovely & amazing,woman director catherine keener brenda blethyn emily mortimer nicole holofcener comedy drama romance2 0 0 186 . 3
better luck tomorrow,parry shen jason tobin sung kang justin lin crime drama2 0 0 216 . 5
the incredibly true adventure of two girls in love,lesbian relationship independent film lesbian interest laurel holloman maggie moore kate stafford maria maggenti comedy drama romance1 9 9 565 . 7
chuck & buck,gay independent film mentally handicapped man mike white chris weitz lupe ontiveros miguel arteta comedy drama2 0 0 015 . 7
american desi,tradition indian lead roommate kal penn purva bedi deep katdare piyush dinker pandya drama comedy romance2 0 0 115 . 0
cube,riddle autism claustrophobia nicole de boer nicky guadagni david hewlett vincenzo natali thriller science fiction mystery1 9 9 796 . 9
love and other catastrophes,independent film woman director matt day matthew dyktynski alice garner emma-kate croghan comedy romance1 9 9 685 . 8
i married a strange person!,charis michelsen tom larson richard spore bill plympton drama comedy animation1 9 9 887 . 5
november,post traumatic stress  disorder photographer loss of lover courteney cox james le gros michael ealy greg harrison drama mystery thriller2 0 0 474 . 9
like crazy,chair customs student visa anton yelchin felicity jones jennifer lawrence drake doremus drama romance2 0 1 11 06 . 4
sugar town,woman director john taylor michael des barres martin kemp allison anders comedy1 9 9 995 . 5
the motel,jeffrey chyau sung kang jade wu michael kang drama comedy2 0 0 517 . 0
the canyons,sex adultery jealousy lindsay lohan james deen gus van sant paul schrader thriller drama2 0 1 374 . 1
on the outs,prison drug dealer single mother judy marte paola mendoza flaco navaja lori silverbush drama2 0 0 495 . 9
shotgun stories,brother brother relationship loss of father arkansas michael shannon glenda pannell lynnsee provence jeff nichols drama thriller2 0 0 71 06 . 9
exam,gun room suspicion luke mably adar beck chris carey stuart hazeldine thriller mystery2 0 0 966 . 6
the sticky fingers of time,future bisexuality time travel terumi matthews nicole zaray belinda becker hilary brougher science fiction drama1 9 9 764 . 8
sunday school musical,high school woman director chris chatman candise lakota krystle connor rachel goldenberg music2 0 0 81 05 . 5
rust,corbin bernsen frank gallacher lloyd warner corbin bernsen drama2 0 1 01 00 . 0
ink,supernatural father daughter relationship incubus chris kelly jessica duffy quinn hunchar jamin winans action fantasy2 0 0 916 . 4
the christmas bunny,sophie bolen madeline vail  colby french tom seidman  drama family2 0 1 01 15 . 7
butterfly,nudity seduction stacy keach pia zadora orson welles matt cimber crime drama1 9 8 225 . 0
the frozen,bickering accident denial of death brit morgan noah segan andrew hyatt horror thriller2 0 1 21 04 . 2
horse camp,horse teenage girl jordan trovillion dean cain sherryl despres joel paul reisig family drama2 0 1 515 . 5
give me shelter,helping animals katie cleary robert davi carole davis kristin rizzo documentary2 0 1 460 . 0
the big parade,world war i silent film john gilbert renée adorée hobart bosworth king vidor drama romance war1 9 2 51 17 . 0
along the roadside,road movie michael madsen iman crosson lazar ristovski zoran lisinac romance comedy music2 0 1 327 . 7
bronson,prison isolation tom hardy matt king james lance nicolas winding refn drama action crime2 0 0 81 06 . 9
western religion,peter shinkoda merik tadros peter sherayko james o'brien western2 0 1 51 00 . 0
burn,"michigan crisis fire fighting donald austin brendan ""doogie"" milewski dave parnell tom putnam foreign documentary2 0 1 21 16 . 9"
urbania,dan futterman matt keeslar samuel ball jon matthews romance drama2 0 0 015 . 2
the stewardesses,female nudity lesbian erotic movie christina hart ronald south william condos al silliman jr. comedy1 9 6 974 . 3
"the beast from 20,000 fathoms",monster atomic bomb lighthouse paul hubschmid paula raymond cecil kellaway eugène lourié adventure horror science fiction1 9 5 366 . 7
mad max,chain baby bridge mel gibson joanne samuel hugh keays-byrne george miller adventure action thriller1 9 7 946 . 6
swingers,independent film stuffed animal hollywood jon favreau vince vaughn ron livingston doug liman comedy romance1 9 9 61 06 . 8
a fistful of dollars,gang war victim of murder greed clint eastwood marianne koch gian maria volonté sergio leone western1 9 6 497 . 6
she done him wrong,singer night club owner mae west cary grant owen moore lowell sherman comedy1 9 3 325 . 1
the grace card,"family's daily life bible platonic love michael joiner michael higgenbottom louis gossett, jr. david evans  drama2 0 1 126 . 5"
middle of nowhere,prison woman director david oyelowo maya gilbert sharon lawrence ava duvernay drama2 0 1 21 06 . 6
three,sex bisexual science sophie rois sebastian schipper devid striesow tom tykwer romance drama comedy2 0 1 01 26 . 3
the business of fancydancing,independent film evan adams michelle st. john gene tagaban sherman alexie music drama2 0 0 218 . 0
call + response,justin dillon documentary2 0 0 81 08 . 0
malevolence,hostage psychopath abandoned house samantha dark heather magee richard glover stevan mena crime horror thriller2 0 0 494 . 9
reality show,wife husband relationship reality reality tv adam rifkin kelley menighan hensley kendra sue waldman adam rifkin 2 0 1 515 . 5
super hybrid,shannon beckner oded fehr ryan kennedy eric valette horror2 0 1 014 . 6
baghead,mumblecore mumblegore ross partridge steve zissis greta gerwig jay duplass drama comedy horror2 0 0 815 . 8
american beast,terror horror fear armin habibovich victoria lachelle livingston oden livingston oden horror2 0 1 41 00 . 0
the case of the grinning cat,chris marker documentary2 0 0 41 27 . 7
ordet,faith independent film religion birgitte federspiel preben lerdorff rye henrik malberg carl theodor dreyer drama1 9 5 517 . 8
good dick,sexuality roommate misfit marianna palka jason ritter eric edelstein marianna palka comedy drama romance2 0 0 81 06 . 1
the man from earth,philosophy secret birthday david lee smith tony todd john billingsley richard schenkman science fiction drama2 0 0 767 . 7
the trials of darryl hunt,woman director  ricki stern documentary2 0 0 766 . 8
samantha: an american girl holiday,mia farrow annasophia robb olivia ballantyne nadia tass drama family2 0 0 41 14 . 6
yesterday was a lie,independent film chase masterson john newton kipleigh brown james kerwin drama mystery science fiction2 0 0 816 . 0
theresa is a mother,edie mcclurg c. fraser press richard poe darren press music comedy drama2 0 1 590 . 0
h.,woman director robin bartlett rebecca dayan will janowitz rania attieh thriller drama science fiction2 0 1 486 . 5
archaeology of a woman,woman director sally kirkland victoria clark james murtaugh sharon greytak drama2 0 1 490 . 0
children of heaven,brother sister relationship class foot race mohammad amir naji amir farrokh hashemian bahare seddiqi majid majidi drama comedy family1 9 9 787 . 8
weekend,gay great britain one-night stand tom cullen chris new jonathan race andrew haigh drama romance2 0 1 197 . 4
she's gotta have it,independent film lesbian tracy camilla johns tommy redmond hicks john canada terrell spike lee comedy romance1 9 8 686 . 1
butterfly girl,woman director  cary bell documentary2 0 1 430 . 0
the world is mine,ana maria guran iulia ciochina oana rusu nicolae constantin tanase drama2 0 1 560 . 0
another earth,earth tragedy janitor william mapother brit marling matthew-lee erlbach mike cahill drama science fiction2 0 1 176 . 8
sweet sweetback's baadasssss song,mexico black people pimp simon chuckster melvin van peebles hubert scales melvin van peebles action drama romance1 9 7 144 . 6
